MSU-Billings,2014,10/06 - 10/11,2014 Montana Senate: Daines vs. Curtis
Ipsos/Bangor Daily News,2014,10/06 - 10/12,2014 Maine Senate: Collins vs. Bellows
Ipsos/Bangor Daily News,2014,10/06 - 10/12,2014 Maine Governor: LePage vs. Michaud vs. Cutler
Rasmussen,2014,10/06 - 10/12,2014 National House Race
Harper (R-Jenkins),2014,10/07 - 10/08,2014 West Virginia House: 3rd District
Kiley (D-DSCC),2014,10/07 - 10/09,2014 New Hampshire Senate: Brown vs. Shaheen
Dan Jones & Associates,2014,10/07 - 10/09,2014 Utah House: 4th District
Landmark (R),2014,10/07 - 10/09,2014 Georgia Senate: Perdue vs. Nunn
Landmark (R),2014,10/07 - 10/09,2014 Georgia Governor: Deal vs. Carter
Rasmussen,2014,10/07 - 10/09,2014 Maine Governor: LePage vs. Michaud vs. Cutler
Anzalone Liszt Grove (D-Wakefield),2014,10/07 - 10/09,2014 Kansas House: 2nd District
New England College,2014,10/07 - 10/09,2014 New Hampshire Senate: Bass vs. Shaheen
New England College,2014,10/07 - 10/09,2014 New Hampshire Senate Republican Primary
New England College,2014,10/07 - 10/09,2014 New Hampshire Governor: Gatsas vs. Hassan
NBC/WSJ,2014,10/07 - 10/09,2014 National House Race
New England College,2014,10/07 - 10/09,2014 New Hampshire House: 1st District
New England College,2014,10/07 - 10/09,2014 New Hampshire CD-02
GQR (D),2014,10/07 - 10/10,2014 National House Race
University of Florida/Tampa Bay Times/Bay News 9,2014,10/07 - 10/12,2014 Florida Governor: Scott vs. Crist
Rasmussen,2014,10/07 - 10/13,2014 National House Race
UNH/WMUR,2014,10/07 - 10/16,2014 New Hampshire House: 1st District
UNH/WMUR,2014,10/07 - 10/16,2014 New Hampshire CD-01
UNH/WMUR,2014,10/07 - 10/16,2014 New Hampshire Senate: Bass vs. Shaheen
UNH/WMUR,2014,10/07 - 10/16,2014 New Hampshire Senate GE
UNH/WMUR,2014,10/07 - 10/16,2014 New Hampshire CD-02
We Ask America/Chicago Sun-Times,2014,10/08 - 10/08,2014 Illinois Governor: Rauner vs. Quinn
Hendrix College/Talk Business,2014,10/08 - 10/08,2014 Arkansas Senate: Cotton vs. Pryor
Hendrix College/Talk Business,2014,10/08 - 10/08,2014 Arkansas Governor: Hutchinson vs. Ross
Rasmussen,2014,10/08 - 10/10,2014 Iowa Senate: Ernst vs. Braley
StPetePolls.org,2014,10/08 - 10/11,2014 Florida Governor: Scott vs. Crist
MassINC/WBUR,2014,10/08 - 10/11,2014 Massachusetts Governor: Baker vs. Coakley
Rasmussen,2014,10/08 - 10/12,2014 Alaska Governor: Parnell vs. Walker
NBC/WSJ,2014,10/08 - 10/12,2014 National House Race
Rasmussen,2014,10/08 - 10/12,2014 Alaska Senate: Sullivan vs. Begich
Quinnipiac,2014,10/08 - 10/13,2014 Colorado Senate: Gardner vs. Udall
Quinnipiac,2014,10/08 - 10/13,2014 Colorado Governor: Beauprez vs. Hickenlooper
Quinnipiac,2014,10/08 - 10/13,2014 Iowa Senate: Ernst vs. Braley
Quinnipiac,2014,10/08 - 10/13,2014 Iowa Governor: Branstad vs. Hatch
New England College,2014,10/09 - 10/09,2014 New Hampshire House: 2nd District
New England College,2014,10/09 - 10/09,2014 New Hampshire House: 1st District
New England College,2014,10/09 - 10/09,2014 New Hampshire Senate: Brown vs. Shaheen
New England College,2014,10/09 - 10/09,2014 New Hampshire Governor: Havenstein vs. Hassan
Mitchell Research/Fox 2 Detroit,2014,10/09 - 10/09,2014 Michigan Senate: Land vs. Peters
Mitchell Research/Fox 2 Detroit,2014,10/09 - 10/09,2014 Michigan Governor: Snyder vs. Schauer
Honolulu Civil Beat/Merriman,2014,10/09 - 10/10,2014 Hawaii Senate Democratic Primary
Harper (R),2014,10/09 - 10/11,2014 South Dakota Senate: Rounds vs. Weiland
Harper (R),2014,10/09 - 10/11,2014 South Dakota Governor: Daugaard vs. Wismer
Marquette Law School,2014,10/09 - 10/12,2014 Wisconsin Governor: Walker vs. Burke
ABC/Post,2014,10/09 - 10/12,2014 National House Race
SurveyUSA/TWC News North Carolina,2014,10/09 - 10/12,2014 North Carolina Senate: Tillis vs. Hagan
Remington (R),2014,10/09 - 10/12,2014 Kansas Senate
Remington (R),2014,10/09 - 10/12,2014 Kansas Governor: Brownback vs. Davis
PPP (D),2014,10/09 - 10/12,2014 Idaho Governor: Otter vs. Balukoff
PPP (D),2014,10/09 - 10/12,2014 Idaho Senate: Risch vs. Mitchell
SurveyUSA/Denver Post,2014,10/09 - 10/12,2014 Colorado Senate: Gardner vs. Udall
SurveyUSA/Denver Post,2014,10/09 - 10/12,2014 Colorado Governor: Beauprez vs. Hickenlooper
PPP (D),2014,10/09 - 10/12,2014 Kansas Senate
PPP (D),2014,10/09 - 10/12,2014 Kansas Governor: Brownback vs. Davis
SurveyUSA/KSTP-TV,2014,10/09 - 10/12,2014 Minnesota CD-08
CNN,2014,10/09 - 10/13,2014 Colorado Senate: Gardner vs. Udall
CNN,2014,10/09 - 10/13,2014 Colorado Governor: Beauprez vs. Hickenlooper
Monmouth University,2014,10/09 - 10/13,2014 New Jersey House: 3rd District
CNN,2014,10/09 - 10/13,2014 Florida Governor: Scott vs. Crist
Pew,2014,10/09 - 10/13,2014 National House Race
Keating (D-Romanoff),2014,10/10 - 10/12,2014 Colorado CD-06
SurveyUSA/11Alive,2014,10/10 - 10/13,2014 Georgia Senate: Perdue vs. Nunn
SurveyUSA/11Alive,2014,10/10 - 10/13,2014 Georgia Governor: Deal vs. Carter
SurveyUSA/WFLA-TV,2014,10/10 - 10/13,2014 Florida Governor: Scott vs. Crist
PPP (D-Weiland),2014,10/10 - 10/13,2014 South Dakota Senate: Rounds vs. Weiland
Monmouth University,2014,10/10 - 10/14,2014 New Jersey House: 5th District
UMass Amherst/WBZ-TV/YouGov,2014,10/10 - 10/15,2014 New Hampshire House: 2nd District
UMass Amherst/WBZ-TV/YouGov,2014,10/10 - 10/15,2014 New Hampshire House: 1st District
UMass Amherst/WBZ-TV/YouGov,2014,10/10 - 10/15,2014 New Hampshire Senate: Brown vs. Shaheen
NBC/WSJ/Annenberg,2014,10/10 - 10/16,2014 National House Race
U of Arkansas,2014,10/10 - 10/17,2014 Arkansas Senate: Cotton vs. Pryor
U of Arkansas,2014,10/10 - 10/17,2014 Arkansas Governor: Hutchinson vs. Ross
U of Texas/Texas Tribune,2014,10/10 - 10/19,2014 Texas Governor: Abbott vs. Davis
U of Texas/Texas Tribune,2014,10/10 - 10/19,2014 Texas Senate: Cornyn vs. Alameel
Gravis Marketing,2014,10/11 - 10/12,2014 Florida Governor: Scott vs. Crist
Gravis/Human Events (R),2014,10/11 - 10/12,2014 Kentucky Senate: McConnell vs. Grimes
Remington (R),2014,10/11 - 10/13,2014 Iowa House: 3rd District
Suffolk/USA Today,2014,10/11 - 10/14,2014 Iowa Senate: Ernst vs. Braley
Suffolk/USA Today,2014,10/11 - 10/14,2014 Iowa Governor: Branstad vs. Hatch
Honolulu Star-Advertiser/Hawaii News Now/Ward Research,2014,10/11 - 10/18,2014 Hawaii House: 1st District
Honolulu Star-Advertiser/Hawaii News Now/Ward Research,2014,10/11 - 10/18,2014 Hawaii Senate: Cavasso vs. Schatz
Honolulu Star-Advertiser/Hawaii News Now/Ward Research,2014,10/11 - 10/18,2014 Hawaii Governor: Aiona vs. Ige
Mitchell Research/Fox 2 Detroit,2014,10/12 - 10/12,2014 Michigan Senate: Land vs. Peters
Mitchell Research/Fox 2 Detroit,2014,10/12 - 10/12,2014 Michigan Governor: Snyder vs. Schauer
POS (R-Hayworth),2014,10/12 - 10/13,2014 New York House: 18th District
Clarity (D-Two Peninsulas Research Group),2014,10/12 - 10/14,2014 Michigan Senate: Land vs. Peters
Clarity (D-Two Peninsulas Research Group),2014,10/12 - 10/14,2014 Michigan Governor: Snyder vs. Schauer
McLaughlin (R-Republican Attorneys General Association),2014,10/12 - 10/14,2014 Arizona Governor: Ducey vs. DuVal
Boston Globe/SocialSphere,2014,10/12 - 10/14,2014 Massachusetts Governor: Baker vs. Coakley
FOX,2014,10/12 - 10/14,2014 National House Race
Tarrance (R-NRCC),2014,10/12 - 10/14,2014 Minnesota House: 7th District
Monmouth University,2014,10/12 - 10/14,2014 New Jersey CD-02
PPIC,2014,10/12 - 10/19,2014 California Governor: Kashkari vs. Brown
Magellan (R-KeystoneReport.com),2014,10/13 - 10/14,2014 Pennsylvania Governor: Corbett vs. Wolf
Emerson College Polling Society,2014,10/13 - 10/14,2014 Massachusetts House: 6th District
Vox Populi (R),2014,10/13 - 10/14,2014 Louisiana Senate Primary
Vox Populi (R),2014,10/13 - 10/14,2014 Louisiana Senate: Cassidy vs. Landrieu
GaPundit.com (R)/WRBL/Ledger-Enquirer/PMB,2014,10/13 - 10/14,2014 Georgia Senate: Perdue vs. Nunn
GaPundit.com (R)/WRBL/Ledger-Enquirer/PMB,2014,10/13 - 10/14,2014 Georgia Governor: Deal vs. Carter
Rasmussen,2014,10/13 - 10/14,2014 Louisiana Senate Primary
Rasmussen,2014,10/13 - 10/14,2014 Louisiana Senate: Cassidy vs. Landrieu
Mellman (D-Senate Majority PAC),2014,10/13 - 10/15,2014 Colorado Senate: Gardner vs. Udall
Rasmussen,2014,10/13 - 10/15,2014 Arkansas Governor: Hutchinson vs. Ross
Rasmussen,2014,10/13 - 10/15,2014 Arkansas Senate: Cotton vs. Pryor
Rasmussen,2014,10/13 - 10/15,2014 Massachusetts Governor: Baker vs. Coakley
Garin-Hart-Yang (D-Cho),2014,10/13 - 10/15,2014 New Jersey House: 5th District
Tarrance (R-Arizona Free Enterprise Club),2014,10/13 - 10/16,2014 Arizona Governor: Ducey vs. DuVal
Fairleigh Dickinson,2014,10/13 - 10/19,2014 New Jersey Senate: Bell vs. Booker
Ipsos/Reuters,2014,10/13 - 10/20,2014 Colorado Senate: Gardner vs. Udall
Ipsos/Reuters,2014,10/13 - 10/20,2014 Colorado Governor: Beauprez vs. Hickenlooper
POS (R-Gibson),2014,10/14 - 10/15,2014 New York House: 19th District
PPP (D-Americans United for Change),2014,10/14 - 10/15,2014 Kentucky Senate: McConnell vs. Grimes
PPP (D-Americans United for Change),2014,10/14 - 10/15,2014 Michigan Senate: Land vs. Peters
PPP (D-Americans United for Change),2014,10/14 - 10/15,2014 Louisiana Senate: Cassidy vs. Landrieu
PPP (D-Americans United for Change),2014,10/14 - 10/15,2014 Arkansas Senate: Cotton vs. Pryor
SurveyUSA/KSTP-TV,2014,10/14 - 10/16,2014 Minnesota Senate: McFadden vs. Franken
SurveyUSA/KSTP-TV,2014,10/14 - 10/16,2014 Minnesota Governor: Johnson vs. Dayton
Rasmussen,2014,10/14 - 10/16,2014 Arizona Governor: Ducey vs. DuVal
Rasmussen,2014,10/14 - 10/16,2014 Connecticut Governor: Foley vs. Malloy
Brown University,2014,10/14 - 10/17,2014 Rhode Island Governor: Fung vs. Raimondo
Multi-Quest (R)/Fox 8 News-Raycom,2014,10/14 - 10/19,2014 Louisiana Senate Primary
Multi-Quest (R)/Fox 8 News-Raycom,2014,10/14 - 10/19,2014 Louisiana Senate: Cassidy vs. Landrieu
Quinnipiac,2014,10/14 - 10/20,2014 Florida Governor: Scott vs. Crist
Quinnipiac,2014,10/14 - 10/20,2014 Connecticut Governor: Foley vs. Malloy
Rasmussen,2014,10/14 - 10/20,2014 National House Race
Rasmussen,2014,10/14 - 10/20,2014 National House Race
Mitchell Research/Fox 2 Detroit,2014,10/15 - 10/15,2014 Michigan CD-11
Hendrix College/Talk Business,2014,10/15 - 10/16,2014 Arkansas Governor: Hutchinson vs. Ross
"Normington, Petts & Associates (D-Cain)",2014,10/15 - 10/16,2014 Maine House: 2nd District
Hendrix College/Talk Business,2014,10/15 - 10/16,2014 Arkansas House: 4th District
Benenson (D-Project New America),2014,10/15 - 10/16,2014 Colorado Senate: Gardner vs. Udall
Rasmussen,2014,10/15 - 10/16,2014 Kentucky Senate: McConnell vs. Grimes
PPP (D-League of Conservation Voters),2014,10/15 - 10/16,2014 Iowa Senate: Ernst vs. Braley
Hendrix College/Talk Business,2014,10/15 - 10/16,2014 Arkansas Senate: Cotton vs. Pryor
Hendrix College/Talk Business,2014,10/15 - 10/16,2014 Arkansas CD-03
Hendrix College/Talk Business,2014,10/15 - 10/16,2014 Arkansas CD-02
Hendrix College/Talk Business,2014,10/15 - 10/16,2014 Arkansas CD-01
Rasmussen,2014,10/15 - 10/17,2014 Florida Governor: Scott vs. Crist
OnMessage (R-Cotton),2014,10/15 - 10/17,2014 Arkansas Senate: Cotton vs. Pryor
Civitas (R),2014,10/15 - 10/18,2014 North Carolina Senate: Tillis vs. Hagan
MassINC/WBUR,2014,10/15 - 10/18,2014 Massachusetts Governor: Baker vs. Coakley
SurveyUSA/Courier-Journal/Herald-Leader/WHAS/WKYT,2014,10/15 - 10/19,2014 Kentucky Senate: McConnell vs. Grimes
Pew,2014,10/15 - 10/20,2014 National House Race
SurveyUSA/KFSN-TV,2014,10/15 - 10/20,2014 California CD-21
UNH/Portland Press Herald/Maine Sunday Telegram,2014,10/15 - 10/21,2014 Maine House: 1st District
Pan Atlantic SMS Group,2014,10/15 - 10/21,2014 Maine House: 2nd District
Pan Atlantic SMS Group,2014,10/15 - 10/21,2014 Maine House: 1st District
Pan Atlantic SMS Group,2014,10/15 - 10/21,2014 Maine Governor: LePage vs. Michaud vs. Cutler
Pan Atlantic SMS Group,2014,10/15 - 10/21,2014 Maine Senate: Collins vs. Bellows
UNH/Portland Press Herald/Maine Sunday Telegram,2014,10/15 - 10/21,2014 Maine House: 2nd District
UNH/Portland Press Herald/Maine Sunday Telegram,2014,10/15 - 10/21,2014 Maine Senate: Collins vs. Bellows
UNH/Portland Press Herald/Maine Sunday Telegram,2014,10/15 - 10/21,2014 Maine Governor: LePage vs. Michaud vs. Cutler
Hellenthal,2014,10/15 - 10/21,2014 Alaska Senate: Sullivan vs. Begich
Hellenthal,2014,10/15 - 10/21,2014 Alaska Governor: Parnell vs. Walker
Hellenthal,2014,10/15 - 10/21,2014 Alaska CD-AL
Quinnipiac,2014,10/15 - 10/21,2014 Colorado Senate: Gardner vs. Udall
UMass Lowell/7 News,2014,10/15 - 10/21,2014 New Hampshire Senate: Brown vs. Shaheen
UMass Lowell/7 News,2014,10/15 - 10/21,2014 New Hampshire Governor: Havenstein vs. Hassan
Quinnipiac,2014,10/15 - 10/21,2014 Colorado Governor: Beauprez vs. Hickenlooper
Quinnipiac,2014,10/15 - 10/21,2014 Iowa Senate: Ernst vs. Braley
Quinnipiac,2014,10/15 - 10/21,2014 Iowa Governor: Branstad vs. Hatch
BYU,2014,10/15 - 10/22,2014 Utah House: 4th District
Field,2014,10/15 - 10/28,2014 California Governor: Kashkari vs. Brown
New England College,2014,10/16 - 10/16,2014 New Hampshire House: 1st District
New England College,2014,10/16 - 10/16,2014 New Hampshire Senate: Brown vs. Shaheen
New England College,2014,10/16 - 10/16,2014 New Hampshire Governor: Havenstein vs. Hassan
Gravis Marketing,2014,10/16 - 10/16,2014 Colorado Senate: Gardner vs. Udall
Gravis Marketing,2014,10/16 - 10/16,2014 Colorado Governor: Beauprez vs. Hickenlooper
New England College,2014,10/16 - 10/16,2014 New Hampshire House: 2nd District
Garin-Hart-Yang (D-House Majority PAC),2014,10/16 - 10/17,2014 Massachusetts House: 6th District
Gravis Marketing,2014,10/16 - 10/18,2014 North Carolina Senate: Tillis vs. Hagan
PPP (D),2014,10/16 - 10/18,2014 North Carolina Senate: Tillis vs. Hagan
Honolulu Civil Beat/Merriman,2014,10/16 - 10/19,2014 Hawaii Senate: Cavasso vs. Schatz
Honolulu Civil Beat/Merriman,2014,10/16 - 10/19,2014 Hawaii House: 1st District
Honolulu Civil Beat/Merriman,2014,10/16 - 10/19,2014 Hawaii Governor: Aiona vs. Ige
Saint Leo University,2014,10/16 - 10/19,2014 Florida Governor: Scott vs. Crist
SurveyUSA,2014,10/16 - 10/19,2014 Oregon Senate: Wehby vs. Merkley
SurveyUSA,2014,10/16 - 10/19,2014 Oregon Governor: Richardson vs. Kitzhaber
PPP (D),2014,10/16 - 10/19,2014 Colorado Governor: Beauprez vs. Hickenlooper
PPP (D),2014,10/16 - 10/19,2014 Colorado Senate: Gardner vs. Udall
Western Kentucky University,2014,10/16 - 10/19,2014 Kentucky Senate: McConnell vs. Grimes
Suffolk/Boston Herald,2014,10/16 - 10/19,2014 New Hampshire Senate: Brown vs. Shaheen
Suffolk/Boston Herald,2014,10/16 - 10/19,2014 New Hampshire Governor: Havenstein vs. Hassan
Monmouth University,2014,10/16 - 10/19,2014 Kansas Senate
Monmouth University,2014,10/16 - 10/19,2014 Kansas Governor: Brownback vs. Davis
SurveyUSA/KPIX,2014,10/16 - 10/19,2014 California CD-17
AP-GfK (Web),2014,10/16 - 10/20,2014 National House Race
Siena,2014,10/16 - 10/20,2014 New York Governor: Astorino vs. Cuomo
SurveyUSA/WRAL,2014,10/16 - 10/20,2014 North Carolina Senate: Tillis vs. Hagan
Newsday/News 12 Long Island/Siena,2014,10/16 - 10/20,2014 New York CD-04
Chicago Tribune,2014,10/16 - 10/21,2014 Illinois Senate: Oberweis vs. Durbin
Chicago Tribune,2014,10/16 - 10/21,2014 Illinois Governor: Rauner vs. Quinn
Democracy Corps (D),2014,10/16 - 10/21,2014 National House Race
VCR (R-McConnell),2014,10/16 - 10/21,2014 Kentucky Senate: McConnell vs. Grimes
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 New York House: 21st District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 New York House: 19th District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 New York House: 1st District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 New Jersey House: 5th District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Kansas House: 2nd District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Iowa House: 4th District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Hawaii House: 1st District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Arkansas House: 4th District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 West Virginia House: 3rd District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Utah House: 4th District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 South Dakota House: At-Large District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 New York House: 24th District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 New York House: 18th District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 New Jersey House: 3rd District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 New Hampshire House: 2nd District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 New Hampshire House: 1st District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Montana House: At-Large District: Zinke vs. Lewis
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Minnesota House: 7th District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Maine House: 2nd District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Maine House: 1st District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Massachusetts House: 6th District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Illinois House: 10th District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Iowa House: 3rd District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Iowa House: 1st District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 California House: 52nd District
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Wisconsin Governor: Walker vs. Burke
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Vermont Governor: Milne vs. Shumlin
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Pennsylvania Governor: Corbett vs. Wolf
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Ohio Governor: Kasich vs. FitzGerald
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 New York Governor: Astorino vs. Cuomo
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Nevada Governor: Sandoval vs. Goodman
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Maryland Governor: Hogan vs. Brown
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Florida Governor: Scott vs. Crist
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Connecticut Governor: Foley vs. Malloy
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 California Governor: Kashkari vs. Brown
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Arizona Governor: Ducey vs. DuVal
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Texas Senate: Cornyn vs. Alameel
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Texas Governor: Abbott vs. Davis
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Tennessee Senate: Alexander vs. Ball
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Tennessee Governor: Haslam vs. Brown
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 South Carolina Senate: Graham vs. Hutto
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 South Carolina Senate: Scott vs. Dickerson
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 South Carolina Governor: Haley vs. Sheheen
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Rhode Island Senate: Zaccaria vs. Reed
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Rhode Island Governor: Fung vs. Raimondo
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Oregon Senate: Wehby vs. Merkley
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Oregon Governor: Richardson vs. Kitzhaber
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Oklahoma Senate: Lankford vs. Johnson
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Oklahoma Senate: Inhofe vs. Silverstein
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Oklahoma Governor: Fallin vs. Dorman
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 New Mexico Senate: Weh vs. Udall
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 New Mexico Governor: Martinez vs. King
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 New Jersey Senate: Bell vs. Booker
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 New Hampshire Senate: Brown vs. Shaheen
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 New Hampshire Governor: Havenstein vs. Hassan
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Nebraska Senate: Sasse vs. Domina
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Nebraska Governor: Ricketts vs. Hassebrook
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Montana Senate: Daines vs. Curtis
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Mississippi Senate: Cochran vs. Childers
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Minnesota Senate: McFadden vs. Franken
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Minnesota Governor: Johnson vs. Dayton
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Michigan Senate: Land vs. Peters
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Michigan Governor: Snyder vs. Schauer
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Maine Senate: Collins vs. Bellows
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Maine Governor: LePage vs. Michaud vs. Cutler
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Virginia Senate: Gillespie vs. Warner
CBS/NYT/YouGov,2014,10/16 - 10/23,2014 Massachusetts Senate: Herr vs. Markey
